x,y,z,nx,ny,nz
3.232490122318267822e-01,1.876520067453384399e-01,-1.447900012135505676e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
9.319999953731894493e-04,-6.652579903602600098e-01,2.559910118579864502e-01,-9.950559735298156738e-01,3.000000106112565845e-06,9.931299835443496704e-02
-2.524619996547698975e-01,-6.603609919548034668e-01,3.065940141677856445e-01,-5.465899705886840820e-01,8.374000191688537598e-01,0.000000000000000000e+00
1.410489976406097412e-01,2.008879929780960083e-01,-8.406000211834907532e-03,-2.521600015461444855e-02,9.999999974752427079e-07,-9.996820092201232910e-01
-6.357800215482711792e-02,-3.430370092391967773e-01,-1.019940003752708435e-01,-9.901999831199645996e-01,-1.396580040454864502e-01,1.700000029813963920e-05
-6.628700345754623413e-02,4.721559882164001465e-01,-8.008000440895557404e-03,-1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
3.688999917358160019e-03,-7.655090093612670898e-01,2.686260044574737549e-01,9.898899793624877930e-01,0.000000000000000000e+00,1.418409943580627441e-01
-1.795100048184394836e-02,-4.801659882068634033e-01,6.681299954652786255e-02,-9.950540065765380859e-01,-1.299999985349131748e-05,9.933499991893768311e-02
2.082210034132003784e-01,2.540659904479980469e-01,2.125700004398822784e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
2.236099913716316223e-02,-4.668030142784118652e-01,1.383150070905685425e-01,9.898890256881713867e-01,3.000000106112565845e-06,1.418450027704238892e-01
-1.435829997062683105e-01,-5.916910171508789062e-01,2.893500030040740967e-01,-9.904299676418304443e-02,0.000000000000000000e+00,-9.950829744338989258e-01
-6.101639866828918457e-01,2.516400068998336792e-02,5.084000062197446823e-03,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
9.661699831485748291e-02,-2.719539999961853027e-01,-2.428199909627437592e-02,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
5.578140020370483398e-01,2.800000038405414671e-05,-6.424999795854091644e-03,-2.892259955406188965e-01,-9.572610259056091309e-01,0.000000000000000000e+00
9.632799774408340454e-02,-5.849329829216003418e-01,2.840650081634521484e-01,9.881599992513656616e-02,1.999999994950485416e-06,-9.951059818267822266e-01
1.115930005908012390e-01,1.787099987268447876e-02,-1.132069975137710571e-01,9.486730098724365234e-01,0.000000000000000000e+00,-3.162580132484436035e-01
7.954200357198715210e-02,-4.743500053882598877e-02,2.438999945297837257e-03,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.342830061912536621e-01,-5.887789726257324219e-01,2.747599966824054718e-02,-1.449999981559813023e-04,-1.999999994950485416e-06,1.000000000000000000e+00
2.324420064687728882e-01,7.353000342845916748e-02,-1.109299995005130768e-02,-3.124899975955486298e-02,-0.000000000000000000e+00,-9.995120167732238770e-01
-1.844390034675598145e-01,1.105379983782768250e-01,-8.003000169992446899e-03,8.995000272989273071e-03,0.000000000000000000e+00,-9.999600052833557129e-01
8.091539740562438965e-01,4.444599896669387817e-02,-3.403399884700775146e-02,1.517840027809143066e-01,0.000000000000000000e+00,9.884139895439147949e-01
3.947199881076812744e-02,2.205709964036941528e-01,-1.894070059061050415e-01,1.731510013341903687e-01,0.000000000000000000e+00,-9.848949909210205078e-01
-1.019529998302459717e-01,1.093109995126724243e-01,-7.441000081598758698e-03,4.360000137239694595e-03,-0.000000000000000000e+00,-9.999909996986389160e-01
4.835770130157470703e-01,1.557690054178237915e-01,3.280000062659382820e-03,7.600899785757064819e-02,-0.000000000000000000e+00,9.971070289611816406e-01
4.407899826765060425e-02,8.596690297126770020e-01,-1.627950072288513184e-01,0.000000000000000000e+00,-7.908999919891357422e-02,-9.968670010566711426e-01
6.907999981194734573e-03,-6.825079917907714844e-01,1.304099988192319870e-02,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.061120033264160156e-01,1.221930012106895447e-01,2.492599934339523315e-02,2.525799907743930817e-02,0.000000000000000000e+00,9.996809959411621094e-01
2.190199941396713257e-01,-6.765429973602294922e-01,-1.067399978637695312e-02,-3.124899975955486298e-02,-0.000000000000000000e+00,-9.995120167732238770e-01
9.212999790906906128e-02,1.536380052566528320e-01,-1.550389975309371948e-01,7.724660038948059082e-01,0.000000000000000000e+00,-6.350560188293457031e-01
-8.173199743032455444e-02,4.511919915676116943e-01,-1.118170022964477539e-01,-9.485890269279479980e-01,0.000000000000000000e+00,-3.165099918842315674e-01
1.042459979653358459e-01,-6.757180094718933105e-01,-7.476999890059232712e-03,-2.521800063550472260e-02,-0.000000000000000000e+00,-9.996820092201232910e-01
-8.059999905526638031e-03,9.452379941940307617e-01,-1.138520017266273499e-01,0.000000000000000000e+00,6.834740042686462402e-01,-7.299739718437194824e-01
-9.036699682474136353e-02,-1.501100044697523117e-02,2.748299948871135712e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-4.920290112495422363e-01,7.996899634599685669e-02,-1.382999960333108902e-02,2.750799991190433502e-02,0.000000000000000000e+00,-9.996219873428344727e-01
7.567100226879119873e-02,7.945100069046020508e-01,2.461099997162818909e-02,0.000000000000000000e+00,8.333600312471389771e-02,9.965220093727111816e-01
-8.085600286722183228e-02,4.127419888973236084e-01,-1.144429966807365417e-01,-9.485890269279479980e-01,0.000000000000000000e+00,-3.165099918842315674e-01
1.000590026378631592e-01,6.254280209541320801e-01,-1.392399966716766357e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.112020015716552734e-01,1.920779943466186523e-01,-4.598999861627817154e-03,-4.721370041370391846e-01,8.815249800682067871e-01,-1.019999981508590281e-04
2.175620049238204956e-01,-6.798660159111022949e-01,2.961040139198303223e-01,9.881299734115600586e-02,0.000000000000000000e+00,-9.951059818267822266e-01
-3.191699832677841187e-02,9.120789766311645508e-01,-4.554999992251396179e-02,-9.351379871368408203e-01,3.542830049991607666e-01,-1.899999915622174740e-05
3.530249893665313721e-01,9.335500001907348633e-02,-1.576899923384189606e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
-3.921479880809783936e-01,1.818470060825347900e-01,-1.129600033164024353e-02,2.288600057363510132e-02,0.000000000000000000e+00,-9.997379779815673828e-01
-2.660959959030151367e-01,1.192390024662017822e-01,-8.972999639809131622e-03,1.362000033259391785e-02,0.000000000000000000e+00,-9.999070167541503906e-01
-4.558699950575828552e-02,8.757429718971252441e-01,-1.282169967889785767e-01,-9.754689931869506836e-01,2.201370000839233398e-01,0.000000000000000000e+00
-1.868800073862075806e-02,-2.016949951648712158e-01,-1.755580008029937744e-01,-0.000000000000000000e+00,-6.456000357866287231e-02,-9.979140162467956543e-01
3.562099859118461609e-02,4.682359993457794189e-01,4.422799870371818542e-02,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-8.621200174093246460e-02,-6.370180249214172363e-01,2.748299948871135712e-02,-1.449999981559813023e-04,-1.999999994950485416e-06,1.000000000000000000e+00
2.344409972429275513e-01,2.247200012207031250e-01,1.992800086736679077e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
3.129499852657318115e-01,-7.439140081405639648e-01,3.075740039348602295e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.815630078315734863e-01,4.258799925446510315e-02,-1.700600050389766693e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
-8.605999872088432312e-03,-6.555569767951965332e-01,1.604290008544921875e-01,-9.950559735298156738e-01,3.000000106112565845e-06,9.931299835443496704e-02
1.807760000228881836e-01,-7.038570046424865723e-01,2.924509942531585693e-01,9.881599992513656616e-02,1.999999994950485416e-06,-9.951059818267822266e-01
-7.236900180578231812e-02,7.569590210914611816e-01,-7.851299643516540527e-02,-9.755070209503173828e-01,2.199680060148239136e-01,-1.899999915622174740e-05
3.066400066018104553e-02,-3.591539859771728516e-01,5.442399904131889343e-02,0.000000000000000000e+00,5.497379899024963379e-01,8.353369832038879395e-01
3.293409943580627441e-01,3.615900129079818726e-02,2.928999951109290123e-03,0.000000000000000000e+00,-2.407429963350296021e-01,9.705889821052551270e-01
1.921799965202808380e-02,3.495280146598815918e-01,-1.668190062046051025e-01,0.000000000000000000e+00,-5.231700092554092407e-02,-9.986310005187988281e-01
-2.608819901943206787e-01,7.791099697351455688e-02,-8.902000263333320618e-03,1.362000033259391785e-02,0.000000000000000000e+00,-9.999070167541503906e-01
-5.669499933719635010e-02,-3.918310105800628662e-01,-6.923799961805343628e-02,-9.901959896087646484e-01,-1.396870017051696777e-01,3.700000161188654602e-05
-7.508700340986251831e-02,6.474360227584838867e-01,-1.233889982104301453e-01,-1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-7.093299925327301025e-02,2.161429971456527710e-01,-5.707399919629096985e-02,-9.131770133972167969e-01,0.000000000000000000e+00,4.075630009174346924e-01
3.161379992961883545e-01,2.764779925346374512e-01,-1.417099963873624802e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
2.231599949300289154e-02,-5.975639820098876953e-01,1.386370062828063965e-01,9.899070262908935547e-01,1.670000056037679315e-04,1.417189985513687134e-01
-2.634710073471069336e-01,3.412680029869079590e-01,2.474400028586387634e-02,-2.554799988865852356e-02,0.000000000000000000e+00,9.996740221977233887e-01
1.566459983587265015e-01,2.117870002985000610e-01,2.364899963140487671e-02,2.526099979877471924e-02,-0.000000000000000000e+00,9.996809959411621094e-01
-6.423100084066390991e-02,4.411039948463439941e-01,2.748600021004676819e-02,-1.429999974789097905e-04,0.000000000000000000e+00,1.000000000000000000e+00
-6.628700345754623413e-02,-5.076900124549865723e-01,-2.250299975275993347e-02,-1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
3.190999850630760193e-02,5.572299957275390625e-01,-1.650809943675994873e-01,0.000000000000000000e+00,5.283100157976150513e-02,-9.986029863357543945e-01
1.082739979028701782e-01,4.693950116634368896e-01,2.487199939787387848e-02,2.526099979877471924e-02,-0.000000000000000000e+00,9.996809959411621094e-01
1.113559976220130920e-01,3.216849863529205322e-01,-9.543000161647796631e-02,9.987930059432983398e-01,-0.000000000000000000e+00,4.910700023174285889e-02
-4.459000192582607269e-03,-2.395740002393722534e-01,8.348000235855579376e-03,0.000000000000000000e+00,1.922529935836791992e-01,9.813449978828430176e-01
3.007199987769126892e-02,-6.960250139236450195e-01,8.449999988079071045e-02,9.898899793624877930e-01,0.000000000000000000e+00,1.418399959802627563e-01
-3.643710017204284668e-01,2.236630022525787354e-01,2.097800001502037048e-02,-5.093099921941757202e-02,0.000000000000000000e+00,9.987019896507263184e-01
-3.056999994441866875e-03,-5.411509871482849121e-01,2.160079926252365112e-01,-9.950619935989379883e-01,7.699999696342274547e-05,9.926000237464904785e-02
-7.862199842929840088e-02,3.599320054054260254e-01,-1.211379989981651306e-01,-9.485890269279479980e-01,0.000000000000000000e+00,-3.165099918842315674e-01
2.501080036163330078e-01,-7.196689844131469727e-01,2.993359863758087158e-01,9.881299734115600586e-02,0.000000000000000000e+00,-9.951059818267822266e-01
-6.786700338125228882e-02,3.687669932842254639e-01,-5.020400136709213257e-02,-9.131770133972167969e-01,0.000000000000000000e+00,4.075630009174346924e-01
-1.734980046749114990e-01,-6.147630214691162109e-01,-7.904999889433383942e-03,8.995000272989273071e-03,0.000000000000000000e+00,-9.999600052833557129e-01
-4.220499843358993530e-02,-4.945650100708007812e-01,2.920910120010375977e-01,-9.901909828186035156e-01,-1.397220045328140259e-01,0.000000000000000000e+00
-6.583359837532043457e-01,2.435999922454357147e-02,9.059999720193445683e-04,-1.016110032796859741e-01,0.000000000000000000e+00,9.948239922523498535e-01
3.579000011086463928e-03,-5.679240226745605469e-01,2.694000005722045898e-01,9.898679852485656738e-01,0.000000000000000000e+00,1.419910043478012085e-01
-7.496699690818786621e-02,1.467210054397583008e-01,-1.320970058441162109e-01,-9.486119747161865234e-01,-0.000000000000000000e+00,-3.164409995079040527e-01
1.135540008544921875e-01,-6.250849962234497070e-01,2.857759892940521240e-01,9.881599992513656616e-02,1.999999994950485416e-06,-9.951059818267822266e-01
1.778009980916976929e-01,3.978300094604492188e-01,-9.384999983012676239e-03,-3.124899975955486298e-02,0.000000000000000000e+00,-9.995120167732238770e-01
-4.742450118064880371e-01,1.822260022163391113e-01,1.537500042468309402e-02,-5.093099921941757202e-02,0.000000000000000000e+00,9.987019896507263184e-01
9.980800002813339233e-02,-2.469290047883987427e-01,1.261000055819749832e-03,9.928259849548339844e-01,-1.195719987154006958e-01,2.960000128950923681e-04
6.474299728870391846e-02,-6.404759883880615234e-01,3.075740039348602295e-01,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-6.732299923896789551e-02,-2.507390081882476807e-01,-7.288999855518341064e-03,4.360000137239694595e-03,-0.000000000000000000e+00,-9.999909996986389160e-01
3.768999874591827393e-02,-1.796920001506805420e-01,2.532999962568283081e-03,0.000000000000000000e+00,2.762399986386299133e-02,9.996179938316345215e-01
4.864799976348876953e-02,9.185730218887329102e-01,-1.403400003910064697e-01,0.000000000000000000e+00,7.687759995460510254e-01,-6.395189762115478516e-01
1.917729973793029785e-01,-6.709529757499694824e-01,2.209199965000152588e-02,5.064300075173377991e-02,0.000000000000000000e+00,9.987170100212097168e-01
-1.543399970978498459e-02,8.899319767951965332e-01,-1.592320054769515991e-01,0.000000000000000000e+00,3.862990140914916992e-01,-9.223740100860595703e-01
-7.207689881324768066e-01,2.837800048291683197e-02,-2.198100090026855469e-02,4.138699918985366821e-02,0.000000000000000000e+00,-9.991430044174194336e-01
-4.186980128288269043e-01,1.684699952602386475e-01,1.820700056850910187e-02,-5.093099921941757202e-02,0.000000000000000000e+00,9.987019896507263184e-01
8.855500072240829468e-02,-1.540119946002960205e-01,-1.780059933662414551e-01,0.000000000000000000e+00,-3.893600031733512878e-02,-9.992420077323913574e-01
-7.465200126171112061e-02,4.033139944076538086e-01,-6.540799885988235474e-02,-9.132099747657775879e-01,3.000000106112565845e-06,4.074899852275848389e-01
-4.300399869680404663e-02,-3.831100091338157654e-02,2.438999945297837257e-03,0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00
-5.953779816627502441e-01,1.624680012464523315e-01,6.215999834239482880e-03,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
-1.717520058155059814e-01,3.813579976558685303e-01,2.708799950778484344e-02,-2.554799988865852356e-02,0.000000000000000000e+00,9.996740221977233887e-01
-4.854139983654022217e-01,2.189369946718215942e-01,-1.364799961447715759e-02,2.750799991190433502e-02,0.000000000000000000e+00,-9.996219873428344727e-01
-1.232250034809112549e-01,2.701179981231689453e-01,2.747800014913082123e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-7.895000278949737549e-02,-1.828230023384094238e-01,2.748399972915649414e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-2.674629986286163330e-01,6.670500338077545166e-02,2.464199997484683990e-02,-2.554799988865852356e-02,0.000000000000000000e+00,9.996740221977233887e-01
-2.618199959397315979e-02,-6.245970129966735840e-01,2.776640057563781738e-01,-9.904699772596359253e-02,3.000000106112565845e-06,-9.950829744338989258e-01
-1.850209981203079224e-01,-6.573510169982910156e-01,-8.008000440895557404e-03,8.995000272989273071e-03,0.000000000000000000e+00,-9.999600052833557129e-01
-2.157720029354095459e-01,9.690299630165100098e-02,2.596299909055233002e-02,-2.554799988865852356e-02,0.000000000000000000e+00,9.996740221977233887e-01
2.252490073442459106e-01,-6.314780116081237793e-01,2.039399929344654083e-02,5.064300075173377991e-02,0.000000000000000000e+00,9.987170100212097168e-01
-4.620600119233131409e-02,-3.160229921340942383e-01,-1.646880060434341431e-01,-0.000000000000000000e+00,-1.156580001115798950e-01,-9.932889938354492188e-01
-7.521000225096940994e-03,4.165849983692169189e-01,4.422799870371818542e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.600309848785400391e-01,1.058309972286224365e-01,-4.038099944591522217e-02,-7.941299676895141602e-02,0.000000000000000000e+00,-9.968420267105102539e-01
6.149929761886596680e-01,-1.538299955427646637e-02,-3.001300059258937836e-02,-6.737700104713439941e-02,-0.000000000000000000e+00,-9.977279901504516602e-01
-1.217299997806549072e-01,1.630920022726058960e-01,-7.526999805122613907e-03,4.366999957710504532e-03,-9.999999974752427079e-07,-9.999899864196777344e-01
-6.141300126910209656e-02,-3.583649992942810059e-01,1.458999980241060257e-02,-9.901999831199645996e-01,-1.396590024232864380e-01,0.000000000000000000e+00
2.610670030117034912e-01,2.639459967613220215e-01,-1.210500020533800125e-02,-3.727599978446960449e-02,0.000000000000000000e+00,-9.993050098419189453e-01
7.014009952545166016e-01,9.127900004386901855e-02,-3.599900007247924805e-02,-7.339800149202346802e-02,0.000000000000000000e+00,-9.973030090332031250e-01
-7.383199781179428101e-02,2.107370048761367798e-01,2.748499996960163116e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-7.808099985122680664e-01,-5.383099988102912903e-02,-1.160399988293647766e-02,-1.016110032796859741e-01,0.000000000000000000e+00,9.948239922523498535e-01
3.155060112476348877e-01,3.097479939460754395e-01,-1.414300035685300827e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
1.111389994621276855e-01,-6.437379717826843262e-01,-9.098099917173385620e-02,9.987869858741760254e-01,0.000000000000000000e+00,4.923800006508827209e-02
1.000590026378631592e-01,5.232120156288146973e-01,-5.517499893903732300e-02,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.896020025014877319e-01,-6.047999858856201172e-01,1.721999980509281158e-02,5.530319809913635254e-01,8.331599831581115723e-01,1.100000008591450751e-05
-5.353339910507202148e-01,6.442800164222717285e-02,1.080999989062547684e-02,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
-9.700000286102294922e-03,-5.592619776725769043e-01,1.494559943675994873e-01,-9.950540065765380859e-01,-1.299999985349131748e-05,9.933499991893768311e-02
1.825190037488937378e-01,-6.429290175437927246e-01,-9.531999938189983368e-03,-3.124899975955486298e-02,0.000000000000000000e+00,-9.995120167732238770e-01
1.260689944028854370e-01,3.941540122032165527e-01,-8.027999661862850189e-03,-2.521600015461444855e-02,9.999999974752427079e-07,-9.996820092201232910e-01
-7.208900153636932373e-02,-2.826789915561676025e-01,2.633599936962127686e-02,-9.901980161666870117e-01,-1.396729946136474609e-01,-6.299999949987977743e-05
-6.417299807071685791e-02,-6.673380136489868164e-01,2.814460098743438721e-01,-9.904699772596359253e-02,3.000000106112565845e-06,-9.950829744338989258e-01
6.166800111532211304e-02,1.536699980497360229e-01,-1.806399971246719360e-01,5.009739995002746582e-01,0.000000000000000000e+00,-8.654620051383972168e-01
4.575569927692413330e-01,6.501899659633636475e-02,-2.072699926793575287e-02,-4.932599887251853943e-02,-0.000000000000000000e+00,-9.987829923629760742e-01
-2.020560055971145630e-01,7.584399729967117310e-02,-8.160999976098537445e-03,8.995000272989273071e-03,0.000000000000000000e+00,-9.999600052833557129e-01
-7.389300316572189331e-02,7.421069741249084473e-01,-1.449230015277862549e-01,-1.270000066142529249e-04,1.574440002441406250e-01,-9.875280261039733887e-01
-5.020779967308044434e-01,1.398939937353134155e-01,1.335499994456768036e-02,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
1.000590026378631592e-01,5.733370184898376465e-01,-7.949999999254941940e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.161200135946273804e-02,9.270799905061721802e-02,-1.804810017347335815e-01,-5.009739995002746582e-01,0.000000000000000000e+00,-8.654620051383972168e-01
-5.199600011110305786e-02,5.360029935836791992e-01,-1.662040054798126221e-01,0.000000000000000000e+00,5.283100157976150513e-02,-9.986029863357543945e-01
1.033940017223358154e-01,-3.246749937534332275e-01,-1.377999931573867798e-01,9.486730098724365234e-01,0.000000000000000000e+00,-3.162580132484436035e-01
-4.683100059628486633e-02,-5.509279966354370117e-01,2.797200083732604980e-01,-9.904699772596359253e-02,3.000000106112565845e-06,-9.950829744338989258e-01
3.472099825739860535e-02,6.208209991455078125e-01,3.051700070500373840e-02,0.000000000000000000e+00,-2.059599943459033966e-02,9.997879862785339355e-01
-7.199389934539794922e-01,-3.351600095629692078e-02,-2.194599993526935577e-02,4.138699918985366821e-02,0.000000000000000000e+00,-9.991430044174194336e-01
1.000590026378631592e-01,6.958680152893066406e-01,-6.054700165987014771e-02,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
5.122849941253662109e-01,3.071900084614753723e-02,4.400000034365803003e-04,1.013249978423118591e-01,0.000000000000000000e+00,9.948530197143554688e-01
-4.372600093483924866e-02,-4.837700128555297852e-01,-1.037800032645463943e-02,-9.901999831199645996e-01,-1.396590024232864380e-01,0.000000000000000000e+00
-1.152570024132728577e-01,-6.624919772148132324e-01,2.747900038957595825e-02,-1.429999974789097905e-04,0.000000000000000000e+00,1.000000000000000000e+00
-6.374099850654602051e-02,-6.332979798316955566e-01,2.814030051231384277e-01,-9.904699772596359253e-02,3.000000106112565845e-06,-9.950829744338989258e-01
-4.964699968695640564e-02,-4.417929947376251221e-01,-3.491599857807159424e-02,-9.901999831199645996e-01,-1.396590024232864380e-01,0.000000000000000000e+00
-1.959449946880340576e-01,2.687450051307678223e-01,2.646999992430210114e-02,-2.554799988865852356e-02,0.000000000000000000e+00,9.996740221977233887e-01
-1.867100037634372711e-02,4.482159912586212158e-01,4.422799870371818542e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.384709954261779785e-01,1.297039985656738281e-01,-1.018499955534934998e-02,1.824999973177909851e-02,0.000000000000000000e+00,-9.998329877853393555e-01
2.331000054255127907e-03,-1.373640000820159912e-01,-1.786549985408782959e-01,0.000000000000000000e+00,-3.893600031733512878e-02,-9.992420077323913574e-01
-7.426729798316955566e-01,9.052400290966033936e-02,-7.708000019192695618e-03,-1.016110032796859741e-01,0.000000000000000000e+00,9.948239922523498535e-01
-2.931930124759674072e-01,1.443630009889602661e-01,-9.359000250697135925e-03,1.824999973177909851e-02,0.000000000000000000e+00,-9.998329877853393555e-01
-6.268550157546997070e-01,4.045100137591362000e-02,-1.825200021266937256e-02,3.676399961113929749e-02,0.000000000000000000e+00,-9.993240237236022949e-01
1.000590026378631592e-01,7.296760082244873047e-01,8.586999960243701935e-03,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-4.063070118427276611e-01,2.691920101642608643e-01,-1.162000000476837158e-02,2.288299985229969025e-02,9.999999974752427079e-07,-9.997379779815673828e-01
6.714569926261901855e-01,-3.405800089240074158e-02,-3.382600098848342896e-02,-6.737700104713439941e-02,-0.000000000000000000e+00,-9.977279901504516602e-01
-5.120899900794029236e-02,-3.567579984664916992e-01,5.301000177860260010e-02,-0.000000000000000000e+00,5.022779703140258789e-01,8.647059798240661621e-01
-9.611800312995910645e-02,1.892100088298320770e-02,-7.414999883621931076e-03,4.360000137239694595e-03,-0.000000000000000000e+00,-9.999909996986389160e-01
1.000590026378631592e-01,6.063470244407653809e-01,-8.455000072717666626e-02,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
8.551900088787078857e-02,-4.651530086994171143e-01,-1.392229944467544556e-01,0.000000000000000000e+00,-2.168789952993392944e-01,-9.761980175971984863e-01
-6.023499965667724609e-01,1.226669996976852417e-01,5.681999959051609039e-03,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
-2.652809917926788330e-01,2.030619978904724121e-01,-8.961999788880348206e-03,1.362000033259391785e-02,0.000000000000000000e+00,-9.999070167541503906e-01
5.339200049638748169e-02,-2.285470068454742432e-01,-1.737429946660995483e-01,0.000000000000000000e+00,-9.012699872255325317e-02,-9.959300160408020020e-01
2.268839925527572632e-01,7.881200313568115234e-02,2.031099982559680939e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
-5.287599936127662659e-02,3.234409987926483154e-01,2.748800069093704224e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
8.984400331974029541e-02,7.535409927368164062e-01,-1.578190028667449951e-01,7.725790143013000488e-01,2.700000004551839083e-05,-6.349189877510070801e-01
-7.087470293045043945e-01,1.051400005817413330e-01,-2.148300036787986755e-02,4.138699918985366821e-02,0.000000000000000000e+00,-9.991430044174194336e-01
1.299709975719451904e-01,3.557000076398253441e-03,2.175600081682205200e-02,9.928249716758728027e-01,-1.195740029215812683e-01,6.610000273212790489e-04
9.661699831485748291e-02,-4.923329949378967285e-01,-2.801899984478950500e-02,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.800699979066848755e-01,2.933849990367889404e-01,2.268500067293643951e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
6.451749801635742188e-01,6.709399819374084473e-02,-1.309499982744455338e-02,1.013249978423118591e-01,0.000000000000000000e+00,9.948530197143554688e-01
-3.016999922692775726e-03,5.639849901199340820e-01,-1.646769940853118896e-01,0.000000000000000000e+00,7.383999973535537720e-02,-9.972699880599975586e-01
-8.619300276041030884e-02,1.381260007619857788e-01,2.748299948871135712e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-5.843999795615673065e-03,-3.037239909172058105e-01,2.669800072908401489e-02,-4.500000068219378591e-05,3.521569967269897461e-01,9.359409809112548828e-01
2.851119935512542725e-01,2.834829986095428467e-01,1.735799945890903473e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
-1.495980024337768555e-01,-7.126079797744750977e-01,3.075740039348602295e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.692800037562847137e-02,-2.363860011100769043e-01,-1.730329990386962891e-01,-9.999999974752427079e-07,-9.012900292873382568e-02,-9.959300160408020020e-01
3.171350061893463135e-01,3.574680089950561523e-01,-3.731000004336237907e-03,4.879699945449829102e-01,8.728600144386291504e-01,4.619999963324517012e-04
-7.103800028562545776e-02,-3.780499845743179321e-02,-1.438010036945343018e-01,-7.724620103836059570e-01,0.000000000000000000e+00,-6.350600123405456543e-01
-7.848499715328216553e-02,-5.468029975891113281e-01,3.028739988803863525e-01,-5.465899705886840820e-01,8.374000191688537598e-01,0.000000000000000000e+00
-3.975100070238113403e-02,-4.785239994525909424e-01,2.644389867782592773e-01,0.000000000000000000e+00,4.113320112228393555e-01,-9.114850163459777832e-01
-7.242099940776824951e-02,-2.923879921436309814e-01,-1.397300064563751221e-01,-9.486119747161865234e-01,0.000000000000000000e+00,-3.164409995079040527e-01
1.120219975709915161e-01,-2.923890054225921631e-01,-1.089849993586540222e-01,9.987930059432983398e-01,0.000000000000000000e+00,4.910700023174285889e-02
-8.027800172567367554e-02,-2.850800007581710815e-02,-8.023100346326828003e-02,-9.987829923629760742e-01,0.000000000000000000e+00,4.931100085377693176e-02
-5.453399941325187683e-02,2.233780026435852051e-01,-1.638759970664978027e-01,-7.724580168724060059e-01,9.999999974752427079e-07,-6.350659728050231934e-01
1.106740012764930725e-01,-1.788560003042221069e-01,-8.156699687242507935e-02,9.987930059432983398e-01,0.000000000000000000e+00,4.910700023174285889e-02
4.552119970321655273e-01,9.897699952125549316e-02,-2.061099931597709656e-02,-4.932599887251853943e-02,-0.000000000000000000e+00,-9.987829923629760742e-01
-7.753500342369079590e-02,9.044499695301055908e-02,-1.243989989161491394e-01,-9.486119747161865234e-01,-0.000000000000000000e+00,-3.164409995079040527e-01
